customer_tweet_id,brand_tweet_id,created_at,customer_message,brand_response
108471,108470,Thu Nov 23 19:31:28 +0000 2017,@VirginTrains Are lines still blocked? Nothing on virgin website about it.,@140079 They're not blocked currently Adam ^MW
108479,108478,Thu Nov 23 19:27:58 +0000 2017,"@VirginTrains No still not working, just asked employee in first class and the WiFi hasn’t worked all day on this train #fail","@140080 Sorry for your experience, we'll pass your comments on regarding this ^MM"
108483,108480,Thu Nov 23 19:07:23 +0000 2017,No WiFi in first class on 18:55 from Manc to Euston @VirginTrains 😑,@140080 Can you get connected on https://t.co/1JEOSVPtGN ^MM
108488,108484,Thu Nov 23 19:21:28 +0000 2017,@VirginTrains I sent it you and you didn’t come back - just spent best part of an hour talking to your chat team - poor service - let down n disappointed,@140081 How was this left with the live chat team? ^MW
108487,108490,Thu Nov 23 19:47:58 +0000 2017,@VirginTrains Did you get my reply?,@140081 Sorry Sarah are you just trying to reserve seats? ^BT
108491,108494,Thu Nov 23 20:30:19 +0000 2017,@VirginTrains Do you want my ref again?,"@140081 There are no seats available to reserve on either of these services now, unfortunately Sarah. This means there will be unreserved seat, but all bookable seats have now been booked ^BT"
108491,108495,Thu Nov 23 20:30:19 +0000 2017,@VirginTrains Do you want my ref again?,"@140081 Sorry Sarah, I'm just looking into this now. ^BT"
108493,108496,Thu Nov 23 20:28:01 +0000 2017,@VirginTrains Yes I am but apparently you don’t have seats to reserve on any Preston to London train from 8am onwards apparently,@140081 When are you looking to travel? ^BT
108500,108498,Wed Nov 22 22:07:02 +0000 2017,@VirginTrains I will do but also have a full time job and not 52  minutes more to spend on hold as I have tonight,"@140081 Apologies. Is it a seat reservation you're trying to change, or a ticket? ^KS"
108502,108501,Wed Nov 22 22:04:46 +0000 2017,@VirginTrains I was second in the queue at ten two but sadly they disconnected me at 10:03. Hopefully I’ll have more success tomorrow ...,"@140081 Really sorry to hear that, Sarah, please try again tomorrow morning from 8am ^HP"
108504,108503,Wed Nov 22 21:40:42 +0000 2017,@VirginTrains I’ve been on hold tonight for 52 minutes to change a booking. I gave up at this point worried about my phone charges. Dreading starting the whole process with you again tomorrow. All I want to do is change a reservation for Friday.,"@140081 Hi there, we're sorry to hear this. Our Aftersales line closes at 10pm, but you may just be able to catch the team on Live Chat here: https://t.co/PAMNyrwzCC this evening ^HP"
108510,108509,Thu Nov 23 19:19:13 +0000 2017,@VirginTrains Thanks MW. Just that my reservation was for a later train and you only have my word I am on this one.,@140082 That will be fine ^MW
108512,108511,Thu Nov 23 18:54:38 +0000 2017,"@VirginTrains Will do, MM. So I don't need any proof of the train I am on?","@140082 You won't do, just the screen shot of the ticket or the booking reference number will be fine ^MW"
108514,108513,Thu Nov 23 18:45:18 +0000 2017,"@VirginTrains how do I claim for a delay? I have a mobile ticket and can't prove what train I am on. (1437 wvh to edb, terminating at Carstairs 😒)",@140082 Delay Repay compensation is available to those who have been caught up in disruption and delayed by over 30 minutes. Please claim via our Delay Repay form here - https://t.co/v2F1XYIfEP ^MM
108516,108515,Thu Nov 23 19:28:04 +0000 2017,@VirginTrains It's not busy it's poorly organised and there is no one about.,@140083 We'll be sure to get this reported for you ^MW
108519,108517,Thu Nov 23 19:19:30 +0000 2017,"Expensive ticket, late for he thid time this week, can't get out of the Preston station car park. Just love travelling with @VirginTrains","@140083 Sorry to hear that, Colin. Is there a lot of traffic just outside the station? ^MW"
108522,108520,Thu Nov 23 19:26:50 +0000 2017,@VirginTrains Is there a number in the station we can ring?,"@140084 Sorry to hear this Lucy, are you at Preston? If so we have replacement buses outside the station which are causing some congestion. Hopefully you will be on the move shortly. ^BT"
108525,108523,Thu Nov 23 18:14:51 +0000 2017,@VirginTrains I haven’t seen anyone at all. There’s not even bottles of water in the fridge.,@140084 One of the team should be passing through soon Lucy ^MW
108527,108526,Thu Nov 23 18:11:49 +0000 2017,"@VirginTrains Not that I am aware of, unless it was before we got on in Birmingham. We’re just approaching Crewe now.","@140084 I see, it may be worth asking one of the team as they pass through, Lucy ^MW"
108529,108528,Thu Nov 23 18:08:39 +0000 2017,"@VirginTrains hi guys, on 17.15 Birmingham ns - Preston, in H, any first class service today? We’ve had no food or drink and fridges are empty.",@140084 Has an announcement been made today? ^MW
108532,108530,Thu Nov 23 19:25:29 +0000 2017,@VirginTrains £12 to park for 30mins because my train was delayed so my car was there longer than the 20 mins free #soannoyed https://t.co/btMM7thTxm,"@140085 Sorry to hear that, please claim for the delay to your train here - https://t.co/v2F1XYIfEP ^MW"
108534,108533,Thu Nov 23 19:25:44 +0000 2017,@VirginTrains Check your dms!,"@140086 Sorry for your experience while travelling, this can be escalated further with Customer Relations via the online complaints link - https://t.co/t20UbyOCSn ^MM"
108536,108535,Thu Nov 23 16:52:02 +0000 2017,The joys of sitting on the floor of a @VirginTrains train ☹️,"@140086 Sorry for your experience, Roshana. Did you have a seat reserved on this service? ^MM"
108459,108460,Thu Nov 23 19:21:28 +0000 2017,If you don't have space - don't book people onto your train @VirginTrains. It's a disgrace that you let people pay £100+ for an (advance) train ticket and make them stand for 3 hours.,"@140076 Sorry to hear this, this evening Emma. What service are you on? Did you have a reserved seat? ^BT"
108518,108543,Thu Nov 23 19:25:43 +0000 2017,@VirginTrains Have not moved inside the carpark for 20 mins. No help and no one about. Absolute joke,"@140083 I see, staff are aware of this, apologies for the inconvenience but Preston does seem rather busy right now ^MW"
108546,108544,Thu Nov 23 19:24:11 +0000 2017,"@VirginTrains 9:03 from Euston, it came on shortly after we left and I’d tweeted",@140087 Did you manage to get a seat Cris? ^BT
108548,108547,Thu Nov 23 19:12:32 +0000 2017,As much as I enjoy musical chairs and polite British apologies it would be nice if @VirginTrains seat reservations work occasionally,"@140087 Sorry Cris, what service are you on today? ^BT"
108481,108549,Thu Nov 23 19:14:28 +0000 2017,@VirginTrains  https://t.co/EPWYQthWQb,@140080 Please forget the network and switch off Wi-Fi. Then reconnect to “virgintrainswifi” and load https://t.co/1JEOSVPtGN ^MM
108551,108550,Thu Nov 23 19:22:24 +0000 2017,@VirginTrains @127472 @140089 There may be trouble with your unreliable barriers. Been stationery in multi story fir ages.,"@140088 @127472 @140089 We have had this reported, many apologies ^MW"
108553,108552,Thu Nov 23 19:17:36 +0000 2017,@VirginTrains @127472 when are you going to let us out of Birmingham International Car Park? @140089 https://t.co/dDZ23BgE4L,"@140088 @127472 @140089 Is it traffic, Jonathan? ^MW"
108555,108554,Thu Nov 23 19:15:07 +0000 2017,Thanks @VirginTrains for the #blackfridaydeals @6306 &amp; I can justify a day trip to #birmingham from #kent to eat @140091 for my birthday!! Last time we had it was when you were shiny and new in #london the count down begins!! 😀,"@140090 @6306 @140091 Great to hear Anita, have a great time! ^BT"
108558,108557,Thu Nov 23 19:15:02 +0000 2017,@VirginTrains will the trains from Preston to Milton Keynes Central will be running properly on Saturday? Is the flood affecting these trains?,"@140092 The lines between Preston/Lancaster which were effected by the flooding have now reopened. Therefore hopefully, this should be fine on Saturday. ^BT"
110211,110209,Thu Nov 23 20:11:41 +0000 2017,#Beer on this @VirginTrains is warm #sadtimes :(,@140476 Oh no James sorry! Still better than no beer! ^BT
110210,110212,Thu Nov 23 20:17:48 +0000 2017,@VirginTrains That is true.  Should have automatic beer delivery on these trains.  Tell Richard it was my idea.,@140476 I shall be sure to pass this on. ^BT
110215,110213,Thu Nov 23 20:08:24 +0000 2017,@VirginTrains Any chance you can come &amp; ask the women that’s sitting opposite and chewing loudly to more from the “Quiet” coach. Thanks,"@140477 If you find out her Twitter handle, I'll let her know :) ^MM"
110218,110216,Thu Nov 23 20:11:36 +0000 2017,@VirginTrains hi - what’s the situation with delayed services from Euston To MK and can I get a ticket refund and swap for London Midland whizz aren’t delayed ?? Ta,@140478 Which service were you due to catch? What ticket do you have? ^BT
110221,110219,Thu Nov 23 20:02:42 +0000 2017,"@virgintrains do you actually have WiFi, or is it just a lie? 100% of the time, it doesn’t work","@140479 We have free WiFi in first class and WiFi available to purchase in standard class. If the WiFi doesn't connect we advise disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVxSid into your browser's URL bar? ^BT"
110220,110222,Thu Nov 23 20:12:17 +0000 2017,"@VirginTrains I’m in first class...it connects to WiFi, asks for all my details etc. but then just doesn’t work",@140479 Have you tried typing  https://t.co/1JEOSVPtGN into the URL bar? ^BT
110224,110225,Thu Nov 23 20:17:46 +0000 2017,@VirginTrains I shall read a book....,@140479 Is there a member of onboard staff around to advise on this? ^BT
110226,110227,Thu Nov 23 20:21:18 +0000 2017,"@VirginTrains No, the train is short staffed. Fortunately, I have this amazing gourmet meal to make up for it 😐 https://t.co/7EAhnv2tmx",@140479 Sorry for your experience today Bradley. If you wish to make a formal complaint regarding this you can do so here https://t.co/t20UbyOCSn ^BT
110229,110228,Thu Nov 23 19:58:49 +0000 2017,@VirginTrains Tried that still not working! I will be in dundee by the time it refreshes and I have no long left Carlisle! Any other suggestions Marilyn Manson?,"@140480 Which service are you on, Michael? Did you purchase the WIFI? ^MM https://t.co/9WNyrgS1Tq"
110231,110230,Thu Nov 23 19:43:36 +0000 2017,.@VirginTrains your WiFi is slower than a week in the tin pale #monmin#sortitoot,"@140480 Is it, aye? Can you get connected via https://t.co/1JEOSVPtGN ^MM"
110233,110232,Thu Nov 23 20:02:04 +0000 2017,@VirginTrains How unfortunate. Can I suggest you change that so that people like myself can watch football on the go?,@140481 We can certainly pass your feedback on regarding this. ^BT
110235,110234,Thu Nov 23 19:58:16 +0000 2017,@VirginTrains What's sky go like on your wifi?,"@140481 We don't permit streaming on our WiFi, therefore this wouldn't work. ^BT"
110239,110236,Thu Nov 23 19:59:47 +0000 2017,@VirginTrains Left kings cross full first stop York after 1 hour 50 mins first class not declassified!!,"@140482 Looks as though you are travelling with @120576 today, and therefore they would be best to speak with regarding this. ^BT"
110243,110242,Thu Nov 23 19:55:20 +0000 2017,@VirginTrains If they were about I would no one can move! Sure this would be a safety issue!!,@140482 The train manager would assess this situation and if needs be declassify first class or ask passengers to board another service. ^BT
110245,110244,Thu Nov 23 19:51:44 +0000 2017,@VirginTrains Would prefer a seat and staff to stop rude people blocking isles by my sitting in them and refusing to move to let people get to the toilet,"@140482 Sorry about this Bob, but onboard staff would be best to speak with regarding this. ^BT"
110247,110246,Thu Nov 23 19:43:13 +0000 2017,Nothing like breaking the silence by cracking a tin of Stella stood in the quite coach if a packed @VirginTrains,"@140482 Sorry to hear this service is delayed, hopefully your beer makes it all better! ^BT"
110250,110248,Thu Nov 23 19:55:33 +0000 2017,"@VirginTrains @123241 No, it's rammed. I'm just wondering why I book early online and always get the crappiest seats?? Even on trains at 5:50 in the morning.",@140484 @123241 It could be that the type you have requested have sold out ^MW
110249,110251,Thu Nov 23 20:10:21 +0000 2017,"@VirginTrains @123241 Nope. I can literally see 4 of them from where I'm sitting, none reserved. For someone with pretty bad travel sickness, I kinda rely on getting a certain type of reservation - and if I can't, why even bother?","@140484 @123241 We'll pass your comments on regarding this, Joseph ^MM"
110253,110252,Thu Nov 23 19:48:07 +0000 2017,@123241 @VirginTrains so why is my reserved seat exactly what I haven't asked for (mainly facing backwards) while all the seats around me (i.e. the ones I'd like to be sat on) free?? What's the point in even reserving a seat???,"@140484 @123241 Sorry to hear that, are you able to move onboard at all? ^MW"
110255,110254,Thu Nov 23 19:58:58 +0000 2017,"@VirginTrains 18:33 Euston to Liverpool delayed but such a great service from Gary, Ai and Lisa! Somehow even the food tasted better tonight 😂","@140485 Thank you for the feedback Alex. We will be sure to pass this on, and sorry for the delay today. ^BT"
110257,110256,Thu Nov 23 19:54:21 +0000 2017,"@VirginTrains I no longer have the card I bought my ticket with, can I use a different one to collect my ticket?",@140486 Drop us a DM with your booking reference number please? ^MW https://t.co/hhfk9c3ylv
110260,110258,Thu Nov 23 19:57:27 +0000 2017,"@VirginTrains Euston in first class, no cold drinks, sparkling water flat. Place a mess https://t.co/8fH7ZgnCmW","@140487 Sorry for your experience, we'll pass your comments on regarding this situation ^MM"
110259,110261,Sat Nov 25 16:09:44 +0000 2017,@VirginTrains Then to add insult you get us in train and we sit there for over an hour as no driver,@140487 Which service is this? ^CB
110262,110263,Sat Nov 25 16:16:02 +0000 2017,@VirginTrains The 21:10 on Thursday night Euston to Preston. Pay for a first class ticket and get third class service,@140487 Do please get in touch through our website so we can compensate you for this: https://t.co/v2F1XYIfEP ^CB
110265,110264,Thu Nov 23 19:57:09 +0000 2017,@6392 @VirginTrains Good point.  It was hideously hot.  Felt very faint as a result.  @VirginTrains do you reimburse for such a bad journey?,@140488 @6392 This can be escalated further with Customer Relations via the online complaints link - https://t.co/t20UbyOCSn ^MM
110270,110267,Thu Nov 23 19:56:14 +0000 2017,@VirginTrains Like I said. It can not connect only WiFi available is virgintrainwifi and you can’t connect to that. What should the WiFi name be??,@140489 Why can you not connect to virgintrainwifi? ^BT
110268,110271,Thu Nov 23 20:16:33 +0000 2017,@VirginTrains Thats my point! It will n to connect on an iPhone or a MacBook pro,@140489 Is there a member of the onboard team around to advise on this? ^BT
110241,110275,Thu Nov 23 20:30:12 +0000 2017,@VirginTrains Now 30 minutes late and I'll miss my local connection!! Expensive taxi inbound,@140482 Is this still the service with @120576 Bob? As they would be best to advise. ^BT
110281,110280,Thu Nov 23 19:44:22 +0000 2017,@VirginTrains @120576 I am getting the 10:20am from London Euston to Manchester Piccadilly on Saturday. Will there be an unreserved section for people who have not reserved seats?,@140490 @120576 Coach F and a portion of coach C ^MM
110284,110282,Thu Nov 23 19:49:56 +0000 2017,"Trying to register with @VirginTrains on the app,  not having much joy. 🙄 https://t.co/ftx3H2y1kZ","@140491 Oh no! Sorry, you would be best to speak with our Web support team here https://t.co/PAMNyrwzCC ^BT"
110283,110285,Fri Nov 24 10:25:59 +0000 2017,"@VirginTrains Seems like the app is back up and running now. 
Managed to register ok. 👍🏼","@140491 Ah that's good to hear, Zena, glad you were able to register ^HP"
110287,110286,Thu Nov 23 19:45:11 +0000 2017,"@VirginTrains nice to have an entertaining and respectful train manager on the 18:30 euston to Glasgow service tonight 🚄👍😁, job well done 👍","@140492 Great to hear Simon, we will be sure to pass this feedback on! ^BT"
110289,110288,Thu Nov 23 19:46:51 +0000 2017,Well looked after on delayed @VirginTrains 1740 from Glasgow to Bham. Thx,"@140493 Glad to hear it, sorry for your experience ^MM"
110291,110290,Thu Nov 23 19:46:26 +0000 2017,@VirginTrains Connecting to which WiFi? There is only virgintrainwifi and it never connects.,@140489 When showing connected can you type 1.1.1.1 into the URL as this helps connect to the WiFi. ^BT
110273,110274,Thu Nov 23 19:40:59 +0000 2017,@VirginTrains How do you  actually connect tough 1st class wifi?,"@140489 Have you tried disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVPtGN into your browser's URL bar? ^BT"
110293,110292,Thu Nov 23 19:44:41 +0000 2017,"@VirginTrains @118134 Thank you for the offer, but some kind soul felt my pain &amp; switched seats with me 😍. I think it’s Karma as I agreed to switch seats with someone on the plane earlier. Now I’ve 2 hours from LDN to MCR to binge watch it before I read any spoilers (this includes you MM!)👍🏽 https://t.co/5ouQOC6FKm",@140494 @118134 😂^MM https://t.co/PXh19IPR0q
110295,110294,Thu Nov 23 19:01:15 +0000 2017,SOS @VirginTrains! In #euston. 📱 about to die &amp; I’m about to board the 19:20 to MCR &amp; I’m on the last episode of @118134 2. What if I don’t get a seat with a socket? What is Eleven’s mum trying to say to her? What if they don’t rescue the sheriff from the upside down?,"@140494 @118134 Oh no, Kieran! Would you like me to tell you? 🤔 ^MM https://t.co/vB5RQdxYR4"
110298,110296,Thu Nov 23 19:44:55 +0000 2017,@VirginTrains broke down for twenty minutes on East coast train with no update from driver,@140495 You would be best to speak with our friends over at @120576 regarding this. ^BT
110301,110299,Thu Nov 23 19:44:19 +0000 2017,@VirginTrains @122649 30 minutes delay and counting.... 😴,@140496 @122649 Delay Repay compensation is available to those who have been caught up in disruption and delayed by over 30 minutes. Please claim via our Delay Repay form here - https://t.co/v2F1XYIfEP ^MM
110304,110303,Thu Nov 23 19:41:35 +0000 2017,"@VirginTrains no seats at all in standard class on the 18:10 London Euston to Holyhead had to stand all the way, cheers 👍","@140498 Sorry to hear that, did you prebook seats? ^MW"
110306,110305,Thu Nov 23 19:44:33 +0000 2017,"@VirginTrains #delayrepay
30-59min 50% of single ticket 60-119min 100% of single ticket
120min+ 100% of return ticket
great service form VT.","@140499 Sorry to hear you were delayed today, especially on your birthday. You can claim for delay repay here https://t.co/v2F1XYIfEP ^BT"
110308,110307,Thu Nov 23 19:41:30 +0000 2017,"Paid £70 from London to Edinburgh to stand pressed up against the toilet doors for 4 hours @VirginTrains , will be flying next time.","@140500 Sorry to hear this Alex, did you reserve a seat onboard today. ^BT"
112198,112197,Thu Nov 23 20:40:49 +0000 2017,"@VirginTrains Just pass it on please, the train manager needs a training refresher on customer communication",@140909 We will be sure too. ^BT
112200,112199,Thu Nov 23 20:36:49 +0000 2017,"@VirginTrains You don't get it, we've had no tilt from Euston, he would have known we would be late with reduced speed. Nothing to do with other disruption. Not one single announcement to inform we were running late because of no tilt.The TM on the train needs retraining.",@140909 We will be sure to pass your comments on regarding this Rob. If you wish to make a formal complaint regarding this you can do so here https://t.co/t20UbyOCSn. ^BT
112202,112201,Thu Nov 23 20:28:44 +0000 2017,Rubbish tonight @VirginTrains clearly tilt not working from leaving euston (1840 to MAN) so reduced speed and now 15 late into Crewe. Not one single announcement from the Train Manager at any point in the journey about our lateness. Missed connections for some. Very Poor.,"@140909 Sorry for the delay and no announcements on the train. We have had disruption on our network today, which has cause congestion in stations such as Crewe. ^BT"
112206,112204,Thu Nov 23 20:39:50 +0000 2017,"Hey @VirginTrains, just tried to by tickets through your app &amp; in the 10 seconds from selecting them to paying they became ""unavailable"". Reset the app &amp; now they've gone up! Really disappointed. Tempted to go with Chiltern. Don't supposed you want to offer them at old price?",@140910 Were these Advance tickets? If so they are subject to availability and may have been booked by someone else. Therefore we cannot offer them at the other price. ^BT
112205,112207,Thu Nov 23 20:43:43 +0000 2017,"@VirginTrains They were advance tickets, yes, but surely you shouldn't make a product available at a price let peope go through the process and then increase the price. Other ticketing sites guarantee the ticket is yours, subject to payment, as soon as you select it",@140910 I'm afraid these can be booked by someone up until the booking page ^MM
112208,112209,Thu Nov 23 20:48:15 +0000 2017,@VirginTrains I was on the booking page. I'd put my card details in and then it rejected it because you'd sold them to someone else.,"@140910 Do you have a screenshot of this, Chris? ^MM"
112210,112211,Thu Nov 23 20:52:21 +0000 2017,@VirginTrains Sadly not as I then had to go out of the app and back in. That's when the price increased.,@140910 The Aftersales team may be able to advise further via Websupport LiveChat https://t.co/PAMNyrwzCC ^MM
112213,112214,Thu Nov 23 21:00:20 +0000 2017,@VirginTrains Just done that. They aren't allowed to help re tickets sales and have told me to call the sales team...,@140910 They would be best to advise ^MM
112218,112215,Thu Nov 23 20:37:25 +0000 2017,Booked tickets with @VirginTrains to deal with emergency travel for dads passing. Had the worst experience with their customer service team. But did get a audio recording of them admitting violating the law 4 times to post when its finished encoding.,"@140911 Sorry to hear this, can you explain what has happened today please? ^BT"
112216,112219,Thu Nov 23 20:42:36 +0000 2017,"@VirginTrains Trying to book tickets, had error on sales page, called sales team they saw seats and tried to book tickets but kept getting failures. Then said no seats were left on that service (despite website showing several still). Had to book different service and pay extra 80.00...",@140911 Can you advise what journey you were originally trying to book? ^BT
112220,112221,Thu Nov 23 20:46:05 +0000 2017,@VirginTrains Friday 13:30 -&gt; 17:59 London -&gt; Glasgow,"@140911 Sorry for your experience, this can be escalated further with Customer Relations via the online complaints link - https://t.co/t20UbyOCSn ^MM"
112222,112224,Thu Nov 23 21:06:44 +0000 2017,@VirginTrains Is there anyone above this team? Or is the only option I'm left with to write to  @125861 / @140912  / ASA?,"@140911 @125861 @140912 If you aren't happy with the response from our Customer Resolutions team (when you receive it,) the next step would be to contact Transport Focus regarding this issue. ^BT"
112228,112226,Thu Nov 23 20:35:18 +0000 2017,"@VirginTrains 1st train delayed now no Wi-Fi #veryfrustrating
London to Chester","@140913 Sorry about the delay, Hayley! Have you tried disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVPtGN into your browser's URL bar? ^BT"
112227,112229,Thu Nov 23 20:41:22 +0000 2017,@VirginTrains Train Attendant has a wire in his hand but doest know where it goes!!!,@140913 Doesn't sound great :| Hopefully they will be able to help. ^BT
112231,112230,Thu Nov 23 20:29:43 +0000 2017,@VirginTrains you are rubbish. Customer care is zero. Let’s just not bother sending the 1810 to wrexham and send half a Train instead,@140914 This can be escalated further with Customer Relations via the online complaints link - https://t.co/t20UbyOCSn ^MM
112233,112232,Thu Nov 23 20:26:33 +0000 2017,@VirginTrains @VirginTrains after sales team 03445565650,@140915 They are open until 10 ^MM
112235,112234,Thu Nov 23 20:24:46 +0000 2017,@VirginTrains been on hold with customer service for 30 minuted. Is it even open? 😡,"@140915 Which number, Mark? ^MM"
112238,112236,Thu Nov 23 20:24:59 +0000 2017,"@VirginTrains 2043 from Euston showing on time online, but delayed at the station, when is it departing?",@140916 I'm afraid we don't have an update at the moment ^MM
112240,112239,Thu Nov 23 20:19:59 +0000 2017,@VirginTrains Any news on the 20:43 from Euston to Wolverhampton. Just 'Delayed' with no other information.,@140917 I'm afraid we don't have an update at the moment ^MM
112242,112241,Thu Nov 23 20:23:06 +0000 2017,@VirginTrains do you know how delayed the 20:43 Euston to Wolverhampton service is please? No staff to be seen here...,"@140918 We don't unfortunately Natalie. As soon as there is an update, station staff will be sure to let you know.  ^BT"
112246,112243,Thu Nov 23 20:18:43 +0000 2017,"@VirginTrains I told BOTH advisers that I needed a refund and ordered my tickets online. I made it clear what my call was referring to, an online refund thats taken 2 weeks to be processed with no update",@140919 Do you have a VT-Reference? ^MM
112244,112247,Thu Nov 23 20:36:19 +0000 2017,"@VirginTrains My refund request number is 17RSZ44X9E I requested an amendment to my ticket, I just changed the time from 17.49 to 20.05 on 27th Nov. New ticket already purchased. Old 17.49 no longer needed hence the amend request",@140919 As this is an Aftersales reference you would need to speak with the team there. They can be contacted on 0344 556 5650 or by Live Chat here https://t.co/PAMNyrwzCC ^BT
112249,112250,Thu Nov 23 20:55:52 +0000 2017,@VirginTrains I rang and was on hold for 60 mins and incorrectly advised twice. Are you thinking this is acceptable customer service to be told to ring again???,"@140919 If you have brought tickets with Virgin East Coast, you would need to speak with them here @120576 ^BT"
112253,112252,Thu Nov 23 19:11:48 +0000 2017,@VirginTrains Been on hold for 70 mins put through to 2 wrong departments and still no resolve. Told I rang the wrong number when it was the number you gave me above. Need someone to contact me about this unacceptable,@140919 Who did they advise you to contact? ^MM
112255,112254,Thu Nov 23 14:35:50 +0000 2017,@VirginTrains Is this a free phone number?,"@140919 It would be a local number, yes ^MW"
112257,112256,Thu Nov 23 07:00:30 +0000 2017,"@VirginTrains submitted an amendment to my ticket 2 weeks ago, same day same route just diff time of travel, no contact about refund, please advise? Just says my request for refund has been submitted",@140919 Sorry to hear this. Please contact our Aftersales team on 0344 556 5650 and they should be able to advise further on this for you ^HP
112259,112258,Thu Nov 23 20:14:05 +0000 2017,Train delayed by almost an hour yet scarce information from @VirginTrains staff. Now taking bets if the 2031 to London Euston will arrive before the 1931 service.,@140920 Delay Repay compensation is available to those who have been caught up in disruption and delayed by over 30 minutes. Please claim via our Delay Repay form here - https://t.co/v2F1XYIfEP ^MM
112263,112261,Thu Nov 23 20:12:29 +0000 2017,@VirginTrains your service more often than not Is on time and for that I am grateful however is it entirely necessary for your trains to smell so bad?,"@140921 Thanks Gemma, sad to hear you think our trains smell :( Which service are you on and we will pass this back to our maintenance team? ^BT"
112265,112264,Thu Nov 23 20:11:38 +0000 2017,Had a lush evening with @140923 tonight....so good to catch up &amp; talk about EVERYTHING!! Lol! 🙊🙈 Now going home on a @VirginTrains direct to #Harrogate! Lush! Xoxo,@140922 @140923 Are you travelling from London tonight? If so looks as though your travelling with our lovely friends over at @120576 ^BT
113994,113992,Thu Nov 23 21:07:28 +0000 2017,How are we ever going to encourage people to live outside of major cities (because we can't exactly afford houses in London) when we don't even have infrastructure to enable mobile working (not just expensive but also terrible network) on popular train journeys?! @VirginTrains,"@141321 Can you explain a little further, Heena? ^MM"
113993,113995,Thu Nov 23 21:26:19 +0000 2017,@VirginTrains Terrible network and almost always a non-existing wifi service (which still costs!). There's literally better service on the underground than London-Manchester.,"@141321 Did you try disconnecting from the WiFi, reconnecting and typing https://t.co/1JEOSVPtGN into your browser's URL bar, when experiencing issues? ^BT"
113998,113996,Thu Nov 23 21:03:55 +0000 2017,"@VirginTrains hi, I put in a delay repay claim on 6 Nov, had an email saying it had been received but not received any further communication (still not had a ref no.) Do I need to resubmit?",@141322 I can see your case is with Customer Relations. It can take the team up to 28 days to issue a full response although they do aim to respond with 14 days were possible ^MM
114000,113999,Thu Nov 23 21:03:51 +0000 2017,@VirginTrains 18.47 from lime street to Euston - thanks to conductor Paul for being so lovely to us!,"@141323 Thanks for you feedback, we'll pass this on ^MM"
114003,114001,Thu Nov 23 21:03:48 +0000 2017,@VirginTrains Thanks. Not sure I asked that though.,"@141324 This service is still on route, Bryony. The station team would be best to advise further ^MM"
114005,114004,Thu Nov 23 21:01:13 +0000 2017,Hi @VirginTrains my 20.09 train Wigan-London is delayed over an hour and just keeps creeping up and up. Is it actually turning up or..?,@141324 Delay Repay compensation is available to those who have been caught up in disruption and delayed by over 30 minutes. Please claim via our Delay Repay form here - https://t.co/v2F1XYIfEP ^MM
114007,114006,Thu Nov 23 20:58:01 +0000 2017,@VirginTrains No 😥 I had really bad travel sickness &amp; felt grim 💀 He gave me a bottle of water for gave me some advice. I still felt sick but it affirmed my faith in humanity,@141325 Hopefully we can find him and pass this on! Hope you're feeling better now Rick. ^BT
114010,114008,Thu Nov 23 20:54:05 +0000 2017,BTW...can someone at @VirginTrains find out who was running the shop on the 19:00 train from Euston ➡️ Manchester and tell him Richard says thank you for his kind words &amp; concern,"@141325 We can try Rick, did you not manage to catch a name? ^BT"
114017,114013,Thu Nov 23 20:46:12 +0000 2017,@VirginTrains @122155 @LondonMidland Beter find out why train is slowest transport stoke Liverpool @VirginTrains @LondonMidland,@137506 @122155 @LondonMidland What train are you on today Matthew? ^BT
114016,114018,Thu Nov 23 21:27:29 +0000 2017,@VirginTrains @122155 @LondonMidland The train from stoke to Liverpool via London midland crewe or u stafford same speed. 1hr  30 minutes but car 1hr national express 1hr stange train slow,@137506 @122155 @LondonMidland Sorry are you on one of our trains and if so which timed train? ^BT
114020,114019,Mon Jun 12 17:26:43 +0000 2017,@VirginTrains @122155 @LondonMidland where is this buzy none moterway closed station https://t.co/xiTX2r9oVe,@137506 @122155 @LondonMidland No idea. ^PA
114022,114021,Thu Nov 23 20:41:23 +0000 2017,What an amazing evening. We travelled on @VirginTrains and as the usual the service was fabulous. The @120200 magazine launch was hosted @6457 which was gorgeous with 36 gin cocktails. Food was delicious &amp; we had a great night. @6458 https://t.co/xG9dhwPnJQ,"@141327 @120200 @6457 @6458 Great to hear Emma, we look forward to seeing you again soon. ^BT"
115413,115412,Thu Nov 23 21:41:13 +0000 2017,@VirginTrains On the move now,"@141655 Great to hear Steve, sorry for your experience today at Euston. ^BT"
115415,115414,Thu Nov 23 21:36:08 +0000 2017,@VirginTrains Tory underinvestment in public transport. We’ve now been advised to leg it across 9 platforms to another delayed train that is due to leave first,@141655 Sorry to hear this Steve. Have you managed to board a service? ^BT
115417,115416,Thu Nov 23 21:22:31 +0000 2017,@VirginTrains I was on 1723 rugby to Euston now I’m on 2110 Euston to rugby which is here on time but leaving 20 to 50 mins late we’ve just been told,@141655 We don't have any updates on this. Have the onboard team advised why this is? ^BT
115419,115418,Thu Nov 23 18:17:42 +0000 2017,Every @VirginTrains I catch is overcrowded. This one is late too,@141655 Which service are you on sorry? ^MW
