id,customer_message,gold_intent,predicted_intent,intent_correct,decision,gold_escalation,predicted_escalation,draft_reply,groundedness,resolution_correctness,helpfulness,completeness,tone,unsupported_claims,overall,brief_reason
58,@VirginTrains wrong tickets printed despite proof of purchase. 2 extremely unhelpful virgin staff Jan &amp; Leyla. I need some help! 🙏😬☹️ https://t.co/doMAh4lBDa,ticket_change,station_facilities,False,ESCALATE,y,yes,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
59,@VirginTrains Hi - tickets just now booked. Euston - Glasgow return.,booking_ticket,booking_ticket,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
60,@VirginTrains He's not been through. Just leaving Motherwell so will be in Glc shortly. Think I've lost a couple of stone 😂,other,lost_property,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
61,"@VirginTrains if I’m travelling Preston &gt; LONDON today , will thee be major issues due to yesterday’s flood sand Birmingham line block ?",train_status,train_status,True,AUTO-HANDLE,n,no,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
62,@VirginTrains Isn’t that everyday?,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
63,"@VirginTrains in the first class lounge at Euston, very nice! Flapjacks are 👍👍😀",station_facilities,station_facilities,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
64,"@VirginTrains No, my meeting finished early so I travelled to Rugby with LM and then boarded the V train from Rugby",ticket_change,train_status,False,ESCALATE,n,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
65,Hi @VirginTrains I connect to 'virgintraibswifi' and nothing happens...?,wifi_connectivity,wifi_connectivity,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
66,@VirginTrains The only ones that are here are to Blackpool. Why have they been prioritised when there are hundreds of people queuing on platforms trying to get out of the station to go to Lancaster and further north?,train_status,station_facilities,False,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
67,@VirginTrains @503911 Thank you. Im actually trying to plan whether I will be able to get my next train as I have to be at Three Bridges for 530pm 😊,train_status,other,False,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
68,@VirginTrains Did YOU know you can collect tickets from any station? Not necessarily your nominated one!!! I guess you didn't! #virgintrains,booking_ticket,booking_ticket,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
69,@VirginTrains I was delayed 2 hrs on 5th Nov. Used app for tickets but didn’t get automatic refund as website states. After 1 week so submitted online form and still not heard anything. When will I get a refund?,refund_compensation,refund_compensation,True,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
70,"@VirginTrains hello, what are the unreserved coaches on the 11.23 London Euston to Birmingham new st please?",seat_reservation,seat_reservation,True,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
71,Really disappointing @VirginTrains complaint responce! Despite they breached their health and safety rule! #UnhappyCustomer,complaint_feedback,complaint_feedback,True,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
72,@VirginTrains  https://t.co/6qcfQQWAjV,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
73,@VirginTrains Online. I was booking online so I did a refund then a new date. Change date said £10 as well,ticket_change,ticket_change,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
74,@VirginTrains @122649 1013 from milton keynes to glasgow,other,train_status,False,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
75,@VirginTrains - travelling to Coventry tomorrow (Sunday) morning - will tickets be accepted by other operators? Eg via Marylebone,ticket_change,station_facilities,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
76,@VirginTrains Yay! Resurrection! https://t.co/MJgCRlh6i9,other,train_status,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
77,@VirginTrains 05.56 WBQ to EUS,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
78,@VirginTrains When will Advance Tckts 28 Dec Liverpool to London be available? Need to reserve seats Disabled Railcard.,fare_price,seat_reservation,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
79,@VirginTrains you make me pay £5 to use your WiFi but it’s slower than dial up broadband 😒 come on virgin!,wifi_connectivity,wifi_connectivity,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
80,"@virgintrains thanks a bunch once again for your appalling service. Have to wait at least 20 minutes in shitty Birmingham until my next train home. How's about do track inspections during the daytime, where shock horror, people aren't commuting back from work 🙄",train_status,other,False,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
81,"@VirginTrains My refund request number is 17RSZ44X9E I requested an amendment to my ticket, I just changed the time from 17.49 to 20.05 on 27th Nov. New ticket already purchased. Old 17.49 no longer needed hence the amend request",ticket_change,refund_compensation,False,AUTO-HANDLE,y,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
82,"@VirginTrains I paid for a train that I never got on. Please, is there a way I can claim the money back? It cost me a lot.",refund_compensation,refund_compensation,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
83,"En route to Glasgow with @VirginTrains for the @91209 Cup draw ⚽️
Representing @673647 the champions of Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿
Service is great, can’t believe how personal it is. Virgin have even put up a message just for me in the toilet 🤗 https://t.co/WeGBuhKsTK",other,complaint_feedback,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
84,@VirginTrains 17.56 Crewe- Euston,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
85,@VirginTrains Yes well there was a mix up and I have now had to pay again and I missed my train. Your representatives were very unhelpful.,complaint_feedback,ticket_change,False,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
86,@VirginTrains I have feedback about 1 of your employees -need email address to send it to which will actually b read not automated response,complaint_feedback,complaint_feedback,True,AUTO-HANDLE,n,no,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
87,@VirginTrains There has been no info at the station. My ticket will be accepted on other trains right?,ticket_change,station_facilities,False,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
88,@VirginTrains MCR - BHM,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
89,@VirginTrains So disappointed the seat sale doesn't apply to Sat 23rd Dec the one day we had hoped to visit relations in London,fare_price,seat_reservation,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
90,@VirginTrains 1535 from Kings Cross to Leeds via Doncaster. Disgraceful to say it was ‘1st class’,complaint_feedback,train_status,False,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
91,@VirginTrains 03445565650,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
92,@VirginTrains was very disappointed with lack of food 1st class this weekend. Only sandwich offered was cheese to a vegan?what happened?,complaint_feedback,other,False,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
93,"@VirginTrains Did that. Seem to every time I go through this painful ordeal onboard. Speed is 0.4mb download. Can’t even do email, let alone documents. £5? Joke. Get better WiFi on buses &amp; it’s free.",wifi_connectivity,wifi_connectivity,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
94,"@VirginTrains Delay up to 49 minutes, 58 minute travel time. It could still go each way on what is longer. Place your bets.",train_status,train_status,True,ESCALATE,y,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
95,@VirginTrains Being ignored by your East Coast Twitter team isn’t helpful at all! Sent a few messages and DM’s no reply!,complaint_feedback,complaint_feedback,True,ESCALATE,y,yes,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
96,@VirginTrains It's not good saying sorry. Why isn't your train manager ensuring that people are not in the aisles? This is a massive health and safety risk and not a single staff member has bothered to walk through the train.,complaint_feedback,complaint_feedback,True,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
97,@VirginTrains pt3 all this after I waited to get on a train which had 1st class seat available as the one before the 16:50 was full!,complaint_feedback,seat_reservation,False,ESCALATE,n,yes,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
98,@VirginTrains so not only complained yesterday but got back on virgin first class and they got our renewed seats wrong!!! Are you kidding,seat_reservation,seat_reservation,True,ESCALATE,y,yes,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
99,@VirginTrains how about downloading the ticket reservations before everyone sits down? Just once.  Or go back to actual tickets on seats?,seat_reservation,booking_ticket,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
100,@VirginTrains - bought a ticket. Can’t see it on the app. Was told to buy another ticket and get a refund. Ridiculous!! Make it easy.,ticket_change,booking_ticket,False,AUTO-HANDLE,y,no,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
101,"@VirginTrains I have, I am not an idiot.  Do not treat me like one.  Wifi is poor at best.  How do I get a refund?  Even these tweets have to be resent",wifi_connectivity,refund_compensation,False,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
102,@VirginTrains what is your policy for a traveller with lost tickets when confirmation and payment card are available as proof of purchase?,booking_ticket,booking_ticket,True,ESCALATE,n,yes,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
103,Very tacky of @VirginTrains to repurpose audio announcements of it's disabled toilets for advertising. This is an accessibility feature to help those with a broad range of disabilities. Might as well paint the seat backs yellow and stick Ryanair on the side of the train!,complaint_feedback,seat_reservation,False,ESCALATE,y,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
104,@VirginTrains Yeah erm. On the post request when you submit the wifi code. Whats the key value? (E.g. in get ?key=value),wifi_connectivity,wifi_connectivity,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
105,Hey @VirginTrains with delay repay can I get the money back as vouchers or does it have to go against a card? Thanks,refund_compensation,refund_compensation,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses directed similar cases to the refund process. Your ticket and journey details should be checked to determine the appropriate process.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
106,@VirginTrains Where? https://t.co/Ls0qazhyBr,other,other,True,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
107,@VirginTrains The cheapest available tickets so advance I suppose. Total rip off to sit on a seat. Will never use virgin trains again!,fare_price,fare_price,True,AUTO-HANDLE,n,no,Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
108,"@VirginTrains please can you advise when  there will next be a Manchester Piccadilly train ours has been delayed , thanks",train_status,train_status,True,AUTO-HANDLE,y,no,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
109,"Thanks @VirginTrains for your utterly useless phone line, what's the point in having a number if no one ever answers!! Twice I've called now and left messages with no response, should I bother with a third?",complaint_feedback,other,False,ESCALATE,y,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
110,@VirginTrains 0652 Edinburgh to Euston via brum. Staff member in question called parisa,other,train_status,False,ESCALATE,y,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
111,@VirginTrains I’ve screamed at the computer!,other,complaint_feedback,False,ESCALATE,n,yes,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
112,@VirginTrains Are you planning on upgrading your internet any time soon on board?,wifi_connectivity,train_status,False,ESCALATE,n,yes,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
113,@VirginTrains Complaint. On the 12:52 train to Edinburgh. Unable to get to my seat as the whole train has been ludicrously overbooked! https://t.co/PcWGmh8kDT,seat_reservation,seat_reservation,True,ESCALATE,y,yes,Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
114,@VirginTrains Night Joel,other,other,True,ESCALATE,n,yes,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
115,@VirginTrains I have paid for a first class ticket from Manchester to London (13:40) and the first class has been declassified due cancellations of previous trains. Would I get a refund as the first class is now overcrowded and everyone can use it without having paid for it.,refund_compensation,refund_compensation,True,AUTO-HANDLE,y,no,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,,,,,,,,"Judge error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: YOUR_API*****HERE. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
