id,customer_message,true_intent,predicted_intent,intent_correct,intent_confidence,true_escalation,predicted_escalation,escalation_correct,decision,decision_reason,expected_resolution,draft_reply,grounding_overlap,top_similarity,evidence_strength,evidence_agreement,risk_signals,evidence_available,evidence_case_count,evidence_actions,unsupported_claim_count,unsupported_patterns,length_score,intent_relevant,retrieval_leakage
64,"@VirginTrains No, my meeting finished early so I travelled to Rugby with LM and then boarded the V train from Rugby",ticket_change,train_status,False,0.297,False,True,False,ESCALATE,intent confidence is very low,Explain whether the customer's ticket is valid after changing services and clarify the applicable ticket requirements when choosing an alternative service.,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.238,0.242,0.277,0.2,,True,5,ticket_validity,0,,3,True,False
65,Hi @VirginTrains I connect to 'virgintraibswifi' and nothing happens...?,wifi_connectivity,wifi_connectivity,True,0.196,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,Provide guidance for connecting to or troubleshooting the onboard Wi-Fi service.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.293,0.241,0.0,,True,5,,0,,3,False,False
66,@VirginTrains The only ones that are here are to Blackpool. Why have they been prioritised when there are hundreds of people queuing on platforms trying to get out of the station to go to Lancaster and further north?,train_status,station_facilities,False,0.489,True,False,False,AUTO-HANDLE,"The request has moderate intent confidence and useful historical evidence, with no high-risk signals detected.",Explain the current service disruption and why services toward Blackpool have been prioritised. Check the available services toward Lancaster and further north and provide appropriate alternative travel guidance.,Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,0.095,0.307,0.358,0.2,,True,5,website_form,0,,3,True,False
67,@VirginTrains @503911 Thank you. Im actually trying to plan whether I will be able to get my next train as I have to be at Three Bridges for 530pm 😊,train_status,other,False,0.0,True,True,True,ESCALATE,Input quality check: conversational_fragment,"Provide the current delay and connection information so the customer can determine whether they will catch the next train to Three Bridges. If the connection is likely to be missed, provide appropriate alternative guidance.",I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
68,@VirginTrains Did YOU know you can collect tickets from any station? Not necessarily your nominated one!!! I guess you didn't! #virgintrains,booking_ticket,booking_ticket,True,0.725,False,True,False,ESCALATE,historical resolution agreement is weak,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.226,0.158,0.0,,True,5,,0,,3,False,False
69,@VirginTrains I was delayed 2 hrs on 5th Nov. Used app for tickets but didn’t get automatic refund as website states. After 1 week so submitted online form and still not heard anything. When will I get a refund?,refund_compensation,refund_compensation,True,0.969,True,False,False,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide an update on the customer's delayed-travel refund/compensation claim and check the status of the online form submission. Explain the expected processing timeline and next steps.,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,0.345,0.307,0.458,0.4,,True,5,delay_repay|contact_customer_resolutions|website_form,0,,4,True,False
70,"@VirginTrains hello, what are the unreserved coaches on the 11.23 London Euston to Birmingham new st please?",seat_reservation,seat_reservation,True,0.8,False,True,False,ESCALATE,historical resolution agreement is weak,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.508,0.5,0.0,,True,5,,0,,3,False,False
71,Really disappointing @VirginTrains complaint responce! Despite they breached their health and safety rule! #UnhappyCustomer,complaint_feedback,complaint_feedback,True,0.737,True,True,True,ESCALATE,Safety-related issue requires human review.,Provide the appropriate complaint escalation process and review the reported health and safety breach. Ensure the customer's complaint is passed to the relevant team for investigation.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.189,0.111,0.0,safety,True,5,,0,,3,False,False
72,@VirginTrains  https://t.co/6qcfQQWAjV,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: url_only,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,url_only,False,0,,0,,3,True,False
73,@VirginTrains Online. I was booking online so I did a refund then a new date. Change date said £10 as well,ticket_change,ticket_change,True,0.421,False,True,False,ESCALATE,financial or transaction issue detected,"Explain the ticket date-change process and the applicable change fee, and advise the customer to contact the Aftersales team if the fee appears incorrect or the change needs to be rectified.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.231,0.178,0.197,0.2,financial_dispute,True,5,contact_aftersales|direct_message|contact_customer_resolutions,0,,3,True,False
74,@VirginTrains @122649 1013 from milton keynes to glasgow,other,train_status,False,0.373,True,True,True,ESCALATE,historical resolution agreement is weak,The message does not contain enough information to determine the customer's request. Ask the customer to explain what they need help with regarding the 10:13 Milton Keynes to Glasgow service.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.657,0.5,0.0,,True,5,,0,,3,False,False
75,@VirginTrains - travelling to Coventry tomorrow (Sunday) morning - will tickets be accepted by other operators? Eg via Marylebone,ticket_change,station_facilities,False,0.204,False,True,False,ESCALATE,intent confidence is very low; historical resolution agreement is weak,"Confirm whether the customer's existing ticket will be accepted on alternative operators or routes for the journey to Coventry, including the route via Marylebone.",Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.324,0.281,0.0,,True,5,,0,,3,False,False
76,@VirginTrains Yay! Resurrection! https://t.co/MJgCRlh6i9,other,train_status,False,0.186,False,True,False,ESCALATE,The customer message does not contain enough information for a reliable response.,The message does not provide enough information for a specific support intent; request clarification.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.915,0.5,0.0,insufficient_information,True,5,,0,,3,False,False
77,@VirginTrains 05.56 WBQ to EUS,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: journey_fragment,The message does not contain enough information to determine the customer's support request. Ask the customer to explain what issue they are experiencing with the 05:56 WBQ to EUS service.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,journey_fragment,False,0,,0,,3,True,False
78,@VirginTrains When will Advance Tckts 28 Dec Liverpool to London be available? Need to reserve seats Disabled Railcard.,fare_price,seat_reservation,False,0.443,False,True,False,ESCALATE,historical resolution agreement is weak,Explain when Advance fares for the requested Liverpool to London journey become available and provide any relevant information about booking with a Disabled Railcard.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.283,0.228,0.0,,True,5,,0,,3,False,False
79,@VirginTrains you make me pay £5 to use your WiFi but it’s slower than dial up broadband 😒 come on virgin!,wifi_connectivity,wifi_connectivity,True,0.851,False,True,False,ESCALATE,financial or transaction issue detected,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.36,0.33,0.487,0.4,financial_dispute,True,5,wifi_support,0,,3,True,False
80,"@virgintrains thanks a bunch once again for your appalling service. Have to wait at least 20 minutes in shitty Birmingham until my next train home. How's about do track inspections during the daytime, where shock horror, people aren't commuting back from work 🙄",train_status,other,False,0.0,True,True,True,ESCALATE,Input quality check: conversational_fragment,"Provide information about the current delay and service disruption, explain the reason for the track inspection, and give the customer appropriate guidance for their onward journey.",I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
81,"@VirginTrains My refund request number is 17RSZ44X9E I requested an amendment to my ticket, I just changed the time from 17.49 to 20.05 on 27th Nov. New ticket already purchased. Old 17.49 no longer needed hence the amend request",ticket_change,refund_compensation,False,0.506,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,Review the customer's ticket amendment request and confirm the status of the change from 17:49 to 20:05 on 27th November. Check the associated refund or amendment case and provide the appropriate next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.333,0.203,0.228,0.2,,True,5,contact_aftersales,0,,3,False,False
82,"@VirginTrains I paid for a train that I never got on. Please, is there a way I can claim the money back? It cost me a lot.",refund_compensation,refund_compensation,True,0.44,False,True,False,ESCALATE,available evidence is insufficient for reliable automated handling,"Explain that if the customer has abandoned the journey, they can request a refund from the original point of purchase and provide the appropriate refund steps.",Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,0.241,0.201,0.326,0.4,,True,5,station_staff|delay_repay|website_form,0,,4,True,False
83,"En route to Glasgow with @VirginTrains for the @91209 Cup draw ⚽️
Representing @673647 the champions of Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿
Service is great, can’t believe how personal it is. Virgin have even put up a message just for me in the toilet 🤗 https://t.co/WeGBuhKsTK",other,complaint_feedback,False,0.365,False,True,False,ESCALATE,The customer message does not contain enough information for a reliable response.,The message does not provide enough information for a specific support intent; request clarification.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.182,0.327,0.384,0.2,insufficient_information,True,5,refund,0,,3,True,False
84,@VirginTrains 17.56 Crewe- Euston,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: journey_fragment,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,journey_fragment,False,0,,0,,3,True,False
85,@VirginTrains Yes well there was a mix up and I have now had to pay again and I missed my train. Your representatives were very unhelpful.,complaint_feedback,ticket_change,False,0.357,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,"Review the customer's ticket and payment issue, including the duplicate payment and missed train, and investigate the complaint about the representatives' assistance. Provide the appropriate resolution through Customer Resolutions.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.231,0.288,0.335,0.2,,True,5,station_staff|delay_repay,0,,3,True,False
86,@VirginTrains I have feedback about 1 of your employees -need email address to send it to which will actually b read not automated response,complaint_feedback,complaint_feedback,True,0.58,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide the appropriate contact or complaint channel where the customer can submit feedback about the employee and ensure the feedback can be reviewed by the relevant team.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.318,0.29,0.438,0.4,,True,5,website_form,0,,3,True,False
87,@VirginTrains There has been no info at the station. My ticket will be accepted on other trains right?,ticket_change,station_facilities,False,0.479,False,False,True,AUTO-HANDLE,"The request has moderate intent confidence and useful historical evidence, with no high-risk signals detected.","Confirm whether the customer's existing ticket will be accepted on other trains or operators during the disruption, and ask for their current station if needed to provide the correct service guidance.",Thanks for getting in touch. Historical VirginTrains responses provided information about station facilities. Please provide the station and facility you are asking about.,0.143,0.453,0.541,0.2,,True,5,website_form,0,,3,True,False
88,@VirginTrains MCR - BHM,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: journey_fragment,The message only provides a route abbreviation and does not contain a clear question or support request. Ask the customer to provide more details about what assistance they need.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,journey_fragment,False,0,,0,,3,True,False
89,@VirginTrains So disappointed the seat sale doesn't apply to Sat 23rd Dec the one day we had hoped to visit relations in London,fare_price,seat_reservation,False,0.585,False,True,False,ESCALATE,historical resolution agreement is weak,Explain why the seat sale or discounted fares are unavailable for Saturday 23rd December and provide any relevant information about ticket availability for that date.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.286,0.248,0.185,0.0,,True,5,,0,,3,False,False
90,@VirginTrains 1535 from Kings Cross to Leeds via Doncaster. Disgraceful to say it was ‘1st class’,complaint_feedback,train_status,False,0.319,True,True,True,ESCALATE,intent confidence is very low; historical resolution agreement is weak,Review the customer's complaint about the quality of the First Class service on the 15:35 Kings Cross to Leeds service via Doncaster and pass the feedback to the relevant team for investigation.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.429,0.342,0.303,0.0,,True,5,,0,,3,False,False
91,@VirginTrains 03445565650,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: number_only,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,number_only,False,0,,0,,3,True,False
92,@VirginTrains was very disappointed with lack of food 1st class this weekend. Only sandwich offered was cheese to a vegan?what happened?,complaint_feedback,other,False,0.0,False,True,False,ESCALATE,Input quality check: non_support_question,"Acknowledge the complaint about the lack of suitable First Class food options, explain that onboard food is subject to availability, and provide any available information about suitable meal options for vegan passengers.",I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,non_support_question,False,0,,0,,3,True,False
93,"@VirginTrains Did that. Seem to every time I go through this painful ordeal onboard. Speed is 0.4mb download. Can’t even do email, let alone documents. £5? Joke. Get better WiFi on buses &amp; it’s free.",wifi_connectivity,wifi_connectivity,True,0.791,False,True,False,ESCALATE,financial or transaction issue detected,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.2,0.119,0.124,0.2,financial_dispute,True,5,contact_aftersales|delay_repay,0,,3,True,False
94,"@VirginTrains Delay up to 49 minutes, 58 minute travel time. It could still go each way on what is longer. Place your bets.",train_status,train_status,True,0.304,True,True,True,ESCALATE,intent confidence is very low; historical retrieval evidence is weak,"Provide the current delay and service disruption information, including the cause of the delay, and give the customer appropriate guidance about their journey.","Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.095,0.17,0.187,0.2,,True,5,delay_repay,0,,3,True,False
95,@VirginTrains Being ignored by your East Coast Twitter team isn’t helpful at all! Sent a few messages and DM’s no reply!,complaint_feedback,complaint_feedback,True,0.44,True,True,True,ESCALATE,existing case or unresolved contact detected,Acknowledge the customer's complaint about not receiving a response from the East Coast Twitter support team and ensure the issue is directed to the appropriate support team for follow-up.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.318,0.211,0.239,0.2,case_specific,True,5,direct_message,0,,3,True,False
96,@VirginTrains It's not good saying sorry. Why isn't your train manager ensuring that people are not in the aisles? This is a massive health and safety risk and not a single staff member has bothered to walk through the train.,complaint_feedback,complaint_feedback,True,0.473,True,True,True,ESCALATE,Safety-related issue requires human review.,Acknowledge the customer's complaint about overcrowding in the aisles and the reported health and safety risk. Escalate the concern to the appropriate team so the situation and staff response can be investigated.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.19,0.21,0.137,0.0,safety,True,5,,0,,3,False,False
97,@VirginTrains pt3 all this after I waited to get on a train which had 1st class seat available as the one before the 16:50 was full!,complaint_feedback,seat_reservation,False,0.24,False,True,False,ESCALATE,intent confidence is very low,"Acknowledge the customer's complaint about the First Class seating and waiting for the later service, and direct the feedback to the appropriate customer service team for review.",Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,0.208,0.248,0.285,0.2,,True,5,website_form,0,,3,True,False
98,@VirginTrains so not only complained yesterday but got back on virgin first class and they got our renewed seats wrong!!! Are you kidding,seat_reservation,seat_reservation,True,0.31,True,True,True,ESCALATE,intent confidence is very low; historical retrieval evidence is weak,"Check the customer's seat reservation on the relevant service, confirm why the renewed seats were allocated incorrectly, and provide appropriate seating guidance or an alternative if necessary.",Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,0.167,0.167,0.184,0.2,,True,5,contact_customer_resolutions|website_form|station_staff|direct_message,0,,3,True,False
99,@VirginTrains how about downloading the ticket reservations before everyone sits down? Just once.  Or go back to actual tickets on seats?,seat_reservation,booking_ticket,False,0.262,False,True,False,ESCALATE,intent confidence is very low; historical retrieval evidence is weak; historical resolution agreement is weak,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.238,0.196,0.12,0.0,,True,5,,0,,3,False,False
100,@VirginTrains - bought a ticket. Can’t see it on the app. Was told to buy another ticket and get a refund. Ridiculous!! Make it easy.,ticket_change,booking_ticket,False,0.438,True,False,False,AUTO-HANDLE,"The request has moderate intent confidence and useful historical evidence, with no high-risk signals detected.",Review the customer's original ticket and the issue preventing it from appearing in the app. Check the advice to purchase another ticket and confirm the appropriate refund and ticket-resolution process.,Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,0.25,0.348,0.41,0.2,,True,5,refund,0,,3,True,False
101,"@VirginTrains I have, I am not an idiot.  Do not treat me like one.  Wifi is poor at best.  How do I get a refund?  Even these tweets have to be resent",wifi_connectivity,refund_compensation,False,0.447,False,True,False,ESCALATE,available evidence is insufficient for reliable automated handling,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses directed similar delayed-journey cases to Delay Repay. Please check the relevant Delay Repay process for your journey. Eligibility should be confirmed against your journey details.,0.172,0.3,0.35,0.2,,True,5,delay_repay|direct_message,0,,4,True,False
102,@VirginTrains what is your policy for a traveller with lost tickets when confirmation and payment card are available as proof of purchase?,booking_ticket,booking_ticket,True,0.193,False,True,False,ESCALATE,intent confidence is very low,"Provide guidance about booking, tickets, or ticket validity.",Thanks for getting in touch. Historical VirginTrains responses handled similar ticket and booking questions by checking the ticket type and journey details.,0.3,0.399,0.473,0.2,,True,5,direct_message|delay_repay|website_form|station_staff,0,,3,True,False
103,Very tacky of @VirginTrains to repurpose audio announcements of it's disabled toilets for advertising. This is an accessibility feature to help those with a broad range of disabilities. Might as well paint the seat backs yellow and stick Ryanair on the side of the train!,complaint_feedback,seat_reservation,False,0.286,True,True,True,ESCALATE,intent confidence is very low; historical retrieval evidence is weak; historical resolution agreement is weak,Acknowledge the customer's accessibility complaint about repurposing audio announcements for disabled toilets as advertising and pass the feedback to the appropriate team for review.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.095,0.195,0.119,0.0,,True,5,,0,,3,False,False
104,@VirginTrains Yeah erm. On the post request when you submit the wifi code. Whats the key value? (E.g. in get ?key=value),wifi_connectivity,wifi_connectivity,True,0.838,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Provide Wi-Fi information or troubleshooting guidance.,Thanks for getting in touch. Historical VirginTrains support responses provided guidance for onboard Wi-Fi issues. Please check the onboard connection and follow the available connection or login steps.,0.24,0.212,0.24,0.2,,True,5,direct_message,0,,3,True,False
105,Hey @VirginTrains with delay repay can I get the money back as vouchers or does it have to go against a card? Thanks,refund_compensation,refund_compensation,True,0.899,False,False,True,AUTO-HANDLE,Intent confidence and historical evidence provide sufficient support for automated handling.,Explain the applicable refund or compensation process and relevant next steps.,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.095,0.278,0.322,0.2,,True,5,website_form,0,,3,False,False
106,@VirginTrains Where? https://t.co/Ls0qazhyBr,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: very_short_message,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
107,@VirginTrains The cheapest available tickets so advance I suppose. Total rip off to sit on a seat. Will never use virgin trains again!,fare_price,fare_price,True,0.382,False,True,False,ESCALATE,available evidence is insufficient for reliable automated handling,"Provide information about the cheapest available fares and how the customer can find the best-priced tickets, including Advance fares where applicable.",Thanks for getting in touch. Historical VirginTrains responses provided fare information based on the journey and ticket type. Please provide your journey details and travel date.,0.208,0.229,0.262,0.2,,True,5,direct_message,0,,3,True,False
108,"@VirginTrains please can you advise when  there will next be a Manchester Piccadilly train ours has been delayed , thanks",train_status,train_status,True,0.41,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,"Provide the current status and expected timing of the next Manchester Piccadilly train, including the reason for the delay and any appropriate alternative travel guidance.","Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.095,0.278,0.322,0.2,,True,5,station_staff|ticket_validity,0,,3,True,False
109,"Thanks @VirginTrains for your utterly useless phone line, what's the point in having a number if no one ever answers!! Twice I've called now and left messages with no response, should I bother with a third?",complaint_feedback,other,False,0.0,True,True,True,ESCALATE,Input quality check: conversational_fragment,Acknowledge the customer's complaint about the unanswered phone calls and ensure the unresolved support request is directed to the appropriate team for follow-up.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
110,@VirginTrains 0652 Edinburgh to Euston via brum. Staff member in question called parisa,other,train_status,False,0.237,True,True,True,ESCALATE,intent confidence is very low; historical resolution agreement is weak,The message provides journey and staff details but does not state the actual support request or issue. Ask the customer to provide more information about what happened and what assistance they need.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.247,0.184,0.0,,True,5,,0,,3,False,False
111,@VirginTrains I’ve screamed at the computer!,other,complaint_feedback,False,0.224,False,True,False,ESCALATE,intent confidence is very low,The message does not provide enough information for a specific support intent; request clarification.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.273,0.339,0.399,0.2,,True,5,wifi_support,0,,3,True,False
112,@VirginTrains Are you planning on upgrading your internet any time soon on board?,wifi_connectivity,train_status,False,0.248,False,True,False,ESCALATE,intent confidence is very low,Provide Wi-Fi information or troubleshooting guidance.,"Thanks for getting in touch. Historical VirginTrains responses handled similar service-status enquiries by providing information about delays, cancellations, or service disruption.",0.095,0.275,0.419,0.4,,True,5,station_staff,0,,3,True,False
113,@VirginTrains Complaint. On the 12:52 train to Edinburgh. Unable to get to my seat as the whole train has been ludicrously overbooked! https://t.co/PcWGmh8kDT,seat_reservation,seat_reservation,True,0.303,True,True,True,ESCALATE,The customer message does not contain enough information for a reliable response.,"Investigate the customer's seat-access problem on the 12:52 train to Edinburgh, including the reported severe overcrowding that is preventing access to their seat, and provide appropriate assistance.",Thanks for getting in touch. This appears to relate to your seat reservation. Historical support responses handled similar requests by checking the reservation and the affected service.,0.25,0.222,0.253,0.2,insufficient_information,True,5,website_form|wifi_support,0,,3,True,False
114,@VirginTrains Night Joel,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: very_short_message,The message is a casual conversational message with no customer support request or issue requiring action.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
115,@VirginTrains I have paid for a first class ticket from Manchester to London (13:40) and the first class has been declassified due cancellations of previous trains. Would I get a refund as the first class is now overcrowded and everyone can use it without having paid for it.,refund_compensation,refund_compensation,True,0.514,True,True,True,ESCALATE,available evidence is insufficient for reliable automated handling,Review the customer's First Class ticket and determine whether they are eligible for a refund or compensation because the First Class accommodation was declassified and overcrowded due to cancellations.,Thanks for getting in touch. We need a little more information about your request so that we can provide the appropriate assistance.,0.381,0.287,0.333,0.2,,True,5,website_form,0,,3,False,False
116,"@VirginTrains We can’t afford to get back, we got the wrong tickets and will be stranded in London if we can’t change 😩",ticket_change,ticket_change,True,0.255,True,True,True,ESCALATE,active disruption detected,"Help the customer amend or correct the incorrectly purchased tickets so they can travel back from London, and direct them to the Aftersales team for assistance if the booking cannot be changed directly.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.346,0.218,0.247,0.2,active_disruption,True,5,station_staff,0,,3,True,False
117,@VirginTrains please check your DMs,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
118,@VirginTrains hi I’ll be on the delayed 17.51 train from Carlisle to London - is there unreserved seats somewhere? Thanks,seat_reservation,seat_reservation,True,0.629,False,True,False,ESCALATE,historical resolution agreement is weak,Provide guidance about seat reservations or investigate the seating issue.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.333,0.328,0.285,0.0,,True,5,,0,,3,False,False
119,Booked @VirginTrains first class ticket but no food/drink service on outward and no reservations so not even a seat on return - how do I claim compensation please?,refund_compensation,refund_compensation,True,0.411,True,True,True,ESCALATE,historical resolution agreement is weak,Review the customer's First Class journey and determine the appropriate compensation or refund for the missing food and drink service and the lack of a reserved seat. Provide the appropriate Customer Relations process for making the claim.,Thanks for getting in touch. We need a little more information about your request so that we can provide the right assistance.,0.143,0.224,0.156,0.0,,True,5,,0,,3,False,False
120,@VirginTrains How are you?,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: non_support_question,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,non_support_question,False,0,,0,,3,True,False
121,@VirginTrains No...,other,other,True,0.0,True,True,True,ESCALATE,Input quality check: very_short_message,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,very_short_message,False,0,,0,,3,True,False
122,@VirginTrains @121428 Thanks Joel,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: conversational_fragment,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,conversational_fragment,False,0,,0,,3,True,False
123,@VirginTrains 8am one from Euston,other,other,True,0.0,False,True,False,ESCALATE,Input quality check: journey_fragment,The message does not provide enough information for a specific support intent; request clarification.,I need a little more information to understand your request. Please provide some details about the issue so the support team can assist you.,0.0,0.0,0.0,0.0,journey_fragment,False,0,,0,,3,True,False
124,@VirginTrains And that’s all? Amazing.,complaint_feedback,complaint_feedback,True,0.327,False,True,False,ESCALATE,intent confidence is very low,Acknowledge the customer's dissatisfaction and provide the appropriate complaint or feedback channel if they wish to escalate their concern further.,Thanks for getting in touch and sharing your feedback. Historical VirginTrains responses directed complaints and feedback to the appropriate support or customer-relations team.,0.182,0.284,0.33,0.2,,True,5,wifi_support,0,,3,True,False
125,@VirginTrains I explained I had not printed the tickets and just wanted to change date but that seemed an impossible task..,ticket_change,ticket_change,True,0.437,False,True,False,ESCALATE,historical retrieval evidence is weak,"Explain the ticket date-change process and the applicable charge for changing the travel date, and advise the customer on how to make the amendment.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.308,0.194,0.217,0.2,,True,5,contact_aftersales,0,,3,True,False
126,"@267531 @VirginTrains @120244 @LondonMidland Well... come to think of it, I *did* buy an extra ticket from Shrewsbury to Stafford to catch my Virgin train this morning, as I needed to get an earlier London Midland train, as my Arriva train was showing as delayed! And *that* cost me an extra £16.10!",refund_compensation,ticket_change,False,0.419,False,True,False,ESCALATE,financial or transaction issue detected,"Explain that if the customer was delayed over 30 minutes, they can claim Delay Repay compensation and provide the appropriate claim process, including guidance on the additional travel cost if applicable.",Thanks for getting in touch. Historical VirginTrains responses directed similar ticket amendment requests to the Aftersales team. They can review the booking and advise on the available options.,0.192,0.236,0.271,0.2,financial_dispute,True,5,refund|contact_customer_resolutions,0,,3,True,False
